Unnamed: 0,FID,pointid,PopDens2020,Country,ISO_A2,ISO_A3,ISO_N3,UN_A3,latDD,lonDD,APECOSM_ipsl-cm6a-lr,BOATS_ipsl-cm6a-lr,DBEM_ipsl-cm6a-lr,DBPM_ipsl-cm6a-lr,FEISTY_ipsl-cm6a-lr,EcoOcean_ipsl-cm6a-lr,EcoTroph_ipsl-cm6a-lr,MACROECOLOGICAL_ipsl-cm6a-lr,ZooMSS_ipsl-cm6a-lr,BOATS_gfdl-esm4,DBEM_gfdl-esm4,FEISTY_gfdl-esm4,EcoOcean_gfdl-esm4,EcoTroph_gfdl-esm4,MACROECOLOGICAL_gfdl-esm4,ZooMSS_gfdl-esm4
1,37032,8261171,47.215900399999995,Indonesia,ID,IDN,360,360,-2.3125,125.9540024,-1.216232401615136,-8.23724062063016,-64.38823697021058,-3.1208924732953225,-10.426951406193453,-4.62997046327901,-4.639540502314676,-7.710609698173354,-8.347863915304954,-23.809815683086388,-16.8646564118352,-39.85571651086227,-15.732905663609175,-31.423344133672426,-24.71290148397055,-42.64250339625033
2,1411,12576308,46.811798100000004,Madagascar,MG,MDG,450,450,-19.9874992,48.7625008,-3.244791277992509,-0.404071900949321,5.481616338578155,-3.2773408984214547,-2.2103528765155755,-1.2081399789502845,-3.2662271724429814,-6.742541592640238,-3.8464727422435563,-16.02150969806403,-6.476970389410985,-16.50458956307441,-9.958175929697111,-15.175377501918486,-13.16265108807687,-19.50118177683402
3,14755,9171816,520.2849731000001,Indonesia,ID,IDN,360,360,-5.520830200000001,105.3539963,7.195463460490448,8.704114997593937,-16.88374560689513,-2.7983835116799582,6.7951569129584,-13.593348479087764,10.157362208169918,18.324726054229814,13.172932170190021,-4.940321351762678,-28.10488537004415,-4.246279308854972,-9.47126060418454,4.455113638293429,5.15215505473734,-10.549867811404123
4,60950,4492000,109.65699769999999,Philippines,PH,PHL,608,608,11.2875004,125.1039963,18.579496875083112,8.694589008026977,3.516611645578771,-2.4503520170565896,0.8110200016937297,-1.7422611479178451,5.197493266580899,7.230369373436263,0.4457159398733479,-22.294117081820097,-10.228925391547794,-25.02271494774362,-0.7527853430449816,-24.999596401247736,-18.010459368555832,-21.96011393977274
5,14176,9265696,1386.27002,Indonesia,ID,IDN,360,360,-5.979169799999999,107.1959991,5.6964482291611995,6.810429092277803,-39.08670634331738,-2.4294187127711253,9.286210626004676,-17.255278198329904,10.555569000402865,15.483341521640192,9.572740486620956,-7.495983933350181,-48.74450105798104,-6.526569467221554,-18.370230720948435,-1.606611637077482,0.6617911935025811,-13.377448493893706
6,61517,4398716,58.681098899999995,Philippines,PH,PHL,608,608,11.6208,124.5630035,17.23330245216865,8.896322841837101,-0.28572188988333913,-2.4292621932602843,0.6977665872809791,-1.8775920386165046,4.678823242164931,6.1997161880518625,0.7780105839297446,-20.02965082962813,-8.995802087991422,-20.234488067729384,-4.421622993783558,-20.09117329817688,-14.545117688080921,-18.20052463573292
7,48816,7344078,69.373497,Indonesia,ID,IDN,360,360,0.779167,99.0457993,-0.28467043115444346,-5.463735355397182,-4.760758820543276,-1.9862856807193907,6.396213982411059,-5.658793028000552,2.3222150632717264,4.283161357622434,6.0233234422856885,-4.08722589409547,5.198161435578474,-1.8465692185164362,-1.3869368433285234,3.2324763453454253,3.5945835738020904,0.7545965905063845
8,63705,3995631,762.9920043999999,Philippines,PH,PHL,608,608,12.9708004,123.9039993,13.2640985218903,9.76855220034556,0.7105078895875971,-2.2996531440365287,0.6646005361705454,-2.9375619530707553,4.065982619738562,5.02401557936718,0.7883830488664367,-18.458286058772455,-8.26395049712999,-18.130085926522067,-4.206594956635035,-15.946071269217688,-12.21137180680616,-18.299770363059555
9,40500,8054088,60.264198300000004,Indonesia,ID,IDN,360,360,-1.6541700000000001,136.1289978,-3.0174679223204715,-6.229073836349808,-42.29141747108668,-3.3343871300873906,-15.327141963726397,-12.961769432377713,-6.452486007904623,-9.795942768619458,-17.685798329338866,-38.065722360283594,-34.143259425231456,-45.28460058750431,-27.907334804489725,-38.49167913991263,-36.234147136140614,-41.48323970069927
10,54429,6296648,552.0089722,Indonesia,ID,IDN,360,360,4.5458298,98.0625,0.9836830691915432,3.186604111711966,-4.218069677064296,-1.078593489174795,7.362621395362279,-9.296194417879933,3.2854842767624515,5.057243617926299,3.1631149014192728,-2.625809414610436,1.4464625686915644,-2.5335363728391735,-1.3732357397246764,0.7278652836472332,1.6284484844405034,-4.378816568123012
