Unnamed: 0,FID,pointid,PopDens2020,Country,ISO_A2,ISO_A3,ISO_N3,UN_A3,latDD,lonDD,APECOSM_ipsl-cm6a-lr,BOATS_ipsl-cm6a-lr,DBEM_ipsl-cm6a-lr,DBPM_ipsl-cm6a-lr,FEISTY_ipsl-cm6a-lr,EcoOcean_ipsl-cm6a-lr,EcoTroph_ipsl-cm6a-lr,MACROECOLOGICAL_ipsl-cm6a-lr,ZooMSS_ipsl-cm6a-lr,BOATS_gfdl-esm4,DBEM_gfdl-esm4,FEISTY_gfdl-esm4,EcoOcean_gfdl-esm4,EcoTroph_gfdl-esm4,MACROECOLOGICAL_gfdl-esm4,ZooMSS_gfdl-esm4
1,37032,8261171,47.215900399999995,Indonesia,ID,IDN,360,360,-2.3125,125.9540024,13.634013194721748,10.25825374328661,0.00966953443778499,140.94812637344012,4.5650452737621245,10.702487929086578,140.38849508813365,14.257677333653177,48.18446805732669,3.6387930517563714,0.005542868297073343,1.350454519864183,11.031121267493551,56.81766454427228,5.702452059287761,46.32517871871684
2,1411,12576308,46.811798100000004,Madagascar,MG,MDG,450,450,-19.9874992,48.7625008,2.45483916779725,2.9778027647092338,0.0019591848931197566,234.88919529095375,1.1790215761559377,10.586332660166258,66.5352418097338,5.1445291613293005,32.145532442623825,2.532541389095882,0.0022135303817208134,0.8054475848584314,8.046770158841273,31.644078238246326,4.449839996258865,30.259269187967337
3,14755,9171816,520.2849731000001,Indonesia,ID,IDN,360,360,-5.520830200000001,105.3539963,12.300314854239748,4.659177901099914,0.010394682464242485,154.9869974011695,3.7014166651483458,24.022851101448584,90.5951513997394,8.81446253605085,55.35621094526529,4.229575088936707,0.009856414015013741,2.109084082726905,26.626480016966042,56.95595073244875,9.020452712356843,74.85659768242469
4,60950,4492000,109.65699769999999,Philippines,PH,PHL,608,608,11.2875004,125.1039963,2.6462005360332856,2.665535967202152,0.01623115528890262,134.87210355359457,16.70501021298272,5.941673014158681,48.52504786617655,4.161708492664174,38.258545845272586,2.819369849043837,0.01382251945809011,0.9576465464624846,9.266091862895395,46.13679063620391,4.637375162451762,43.78470136132695
5,14176,9265696,1386.27002,Indonesia,ID,IDN,360,360,-5.979169799999999,107.1959991,11.98301615549106,4.33653171178595,0.01845977834296963,94.64920740723495,4.913946400246813,27.2818800443126,63.16412413058939,8.049567159430019,62.3973240667533,3.6809460876248696,0.013902462074558213,2.236877293641229,33.56351033661288,47.50946446257122,6.877510211912987,63.02784940134712
6,61517,4398716,58.681098899999995,Philippines,PH,PHL,608,608,11.6208,124.5630035,2.8673728388166033,2.6424369896195956,0.018652843023350622,122.81961427330396,17.063281087079762,5.003925677025281,46.58914579586782,4.481110579912241,39.6507834906066,2.964306213659987,0.01690722058070263,1.1974590858690821,10.222704784769082,51.47927033557684,5.011582312750148,49.600381609385465
7,48816,7344078,69.373497,Indonesia,ID,IDN,360,360,0.779167,99.0457993,8.682146241167455,5.508781210586939,0.009178606771169674,138.0910105249935,3.9413472235441236,10.633249545608184,80.13772331523988,9.131332583484115,42.94913719083972,4.106218929752752,0.00872973963787711,3.124548865618686,23.25638506756165,61.25085515768505,7.836030555076543,84.68630961209888
8,63705,3995631,762.9920043999999,Philippines,PH,PHL,608,608,12.9708004,123.9039993,3.2521971717610176,2.45162905981823,0.0173938576254376,130.96015444357553,17.30473660766022,4.96099787505058,44.340207094809784,4.717067148951996,39.648201182261275,2.947823910145819,0.01740070339726167,1.3444213370336509,11.217504338665792,56.310959958588164,5.100936192353094,46.12517057796675
9,40500,8054088,60.264198300000004,Indonesia,ID,IDN,360,360,-1.6541700000000001,136.1289978,9.858239194805334,10.68161588755896,0.01414993690410032,128.5884488244126,7.300113109559698,11.688527164774394,107.31253825804698,16.50186991888345,87.7511832048627,5.789042260879003,0.009604263746650415,2.629244953063041,12.618764692632311,77.86280263370553,7.714945045988852,95.96308646050191
10,54429,6296648,552.0089722,Indonesia,ID,IDN,360,360,4.5458298,98.0625,12.792921553255816,9.005303988778337,0.02193838410740509,84.84075821570345,5.638323656073768,8.93601544910962,70.84011500898565,11.893719923732828,48.30945788092158,7.534474657990218,0.03734100126971195,6.845049730931874,43.68948126285095,101.27680666734494,12.95658785999594,196.4710696313612
11,57810,5077529,142.27999880000002,Philippines,PH,PHL,608,608,9.3208303,125.5039978,3.5793700005882294,3.41665893306488,0.013775300054204378,153.04608505170364,9.18541682476552,4.272607817534879,59.28658769710814,4.768238224163926,39.59540045375311,2.998627336979007,0.010714839452677842,0.9892889055600718,6.489249826934931,78.54136853850618,4.974558272788478,49.105401543651
12,26189,9540756,27.311899199999996,Indonesia,ID,IDN,360,360,-7.245830099999999,131.49600220000002,17.272930259737677,7.428484568145109,0.016682225252779893,103.1168080248705,6.249476045309201,15.192609796788323,98.30976634860961,11.806919781001596,51.98060933059888,6.921869067711411,0.01983000374230256,3.705958910521666,35.02995165676968,109.7896418903695,11.26743233700842,179.469586163759
13,6099,9099912,155.326004,United Republic of Tanzania,TZ,TZA,834,834,-5.1708298,39.854198499999995,7.527647951585367,5.788771765601715,0.008519879687902033,174.9771708301012,3.6308474422825943,16.64235450449756,91.25709698046677,8.952488452659434,44.428052622772064,3.645423392794128,0.005350603517244936,1.1095780650714089,11.724187974933384,48.67132009571118,5.6303576140651295,35.32960007006911
