country,communityID,CoMgmtSite,dataProvider,lonDD,latDD,APECOSM_ipsl-cm6a-lr,BOATS_ipsl-cm6a-lr,DBEM_ipsl-cm6a-lr,DBPM_ipsl-cm6a-lr,FEISTY_ipsl-cm6a-lr,EcoOcean_ipsl-cm6a-lr,EcoTroph_ipsl-cm6a-lr,MACROECOLOGICAL_ipsl-cm6a-lr,ZooMSS_ipsl-cm6a-lr,BOATS_gfdl-esm4,DBEM_gfdl-esm4,FEISTY_gfdl-esm4,EcoOcean_gfdl-esm4,EcoTroph_gfdl-esm4,MACROECOLOGICAL_gfdl-esm4,ZooMSS_gfdl-esm4
Madagascar,Ampasimena,Rasis,Josh,48.16526667,-13.31202778,3.120431725472428,1.6957195068682651,19.172332379886846,-3.345182558642812,-4.438822225607774,-5.015689019088409,-2.2656787009889934,-1.1040295740487815,-5.279102348523191,-6.403585158397684,-2.245428557918372,-14.168465034190591,-17.47646234680151,-7.6028617101634,-3.9997136112036924,-39.33444692683315
Madagascar,Anjiahamahavita,Dauphin,Josh,47.78710556,-14.02934167,5.404971234535805,4.355373675179419,13.987705790436245,-3.3308403943513087,-1.5135571656651248,-4.641806978444507,-0.8061734334067872,2.2592847637307623,-3.7699167790295807,-8.761067125517762,-3.8035461007584592,-14.014139707167617,-17.987526927739918,-7.670417099888649,-5.0850967374434735,-39.31046329831332
Madagascar,Ambiba,Nosy_Valiha,Josh,47.80941111,-14.17657778,5.326008200756993,5.348014042632232,10.762895864089227,-3.2859045650315832,-1.2921096076237704,-4.641806978444507,-0.5712584163611867,3.232617064978771,-3.324004240527134,-8.732596704474949,-3.8035461007584592,-13.972685085060576,-17.987526927739918,-7.638260438643196,-5.0129579872168595,-38.9104389350077
Madagascar 2,Ambodipaka,Ambodipaka,Josh,49.70477222,-15.87189722,0.6092613307796091,10.567723417506425,24.23088643267015,-4.127333810273903,1.9765065886251154,-3.0394967828186514,-0.6226815948094155,5.958960444132688,-0.44386409126132564,-7.924564064531703,-1.7671476604491754,-13.83881926386401,-17.33446363876585,-7.377234427064538,-4.556663199151878,-35.7429778644051
Madagascar,Ifaty,Fimihara,Josh,43.61593333,-23.14531944,9.229126521743524,-0.7735064255978585,15.857832888019118,-3.4667328892753035,4.103527761332337,-2.0029358900122696,0.7669724545624534,-2.938062491452609,1.765893712578137,-17.04113856616125,-5.099825185381956,-23.411011122275248,-15.885929039169222,-16.373937645704927,-16.0147331129042,-43.6750931178423
Tanzania,Mkokotoni,Mkokotoni,Josh,39.25451111,-5.877127777999999,-4.016717187918095,-5.652540292713737,12.479464062146084,-4.45511191994854,-5.053242462177376,-8.229828555005792,-5.953986927281408,-6.797510879904456,-5.109310276715673,-7.440791123612367,-1.581254028357526,-15.614993190441373,-21.402503306583288,-8.682806603346139,-4.186393675084932,-39.03190990881025
Tanzania,Matemwe,Matemwe,Josh,39.35114722,-5.8759,-4.016717187918095,-5.652540292713737,12.479464062146084,-4.45511191994854,-5.053242462177376,-8.229828555005792,-5.953986927281408,-6.797510879904456,-5.109310276715673,-7.440791123612367,-1.581254028357526,-15.614993190441373,-21.402503306583288,-8.682806603346139,-4.186393675084932,-39.03190990881025
Tanzania,Pwani Mchangani,Pwani_Mchangani,Josh,39.35631667,-5.922966667000001,-4.016717187918095,-5.652540292713737,12.479464062146084,-4.45511191994854,-5.053242462177376,-8.229828555005792,-5.953986927281408,-6.797510879904456,-5.109310276715673,-7.440791123612367,-1.581254028357526,-15.614993190441373,-21.402503306583288,-8.682806603346139,-4.186393675084932,-39.03190990881025
Tanzania,Mtende,Mtende,Josh,39.53041111,-6.496297222000001,-3.633771234058336,-5.266094102670261,12.982101035171723,-4.411732579804861,-4.567770811588556,-7.555397019347843,-5.436999911817697,-5.966221760962553,-4.717270945758434,-7.530377180307946,-1.67483524985369,-15.833780874750659,-21.36664330086866,-8.903260300759763,-4.811058458266548,-40.26824000485756
Tanzania,Jambiani,Jambiani,Josh,39.54517222,-6.3153277779999994,-4.016717187918095,-5.652540292713737,12.982101035171723,-4.45511191994854,-5.053242462177376,-8.122082028240651,-5.953986927281408,-6.797510879904456,-5.109310276715673,-7.530377180307946,-1.67483524985369,-15.751270434891618,-21.4564012669336,-8.749392141104684,-4.390093630322555,-39.554394567333404
