LonDD,LatDD,Cell,Width,Height
148.5,-2.5,Fisheries,1,1
149.5,-2.5,Fisheries,1,1
150.5,-2.5,Fisheries,1,1
151.5,-2.5,Fisheries,1,1
152.5,-2.5,Fisheries,1,1
153.5,-2.5,Fisheries,1,1
154.5,-2.5,Fisheries,1,1
40.5,-3.5,Fisheries,1,1
41.5,-3.5,Fisheries,1,1
144.5,-3.5,Fisheries,1,1
145.5,-3.5,Fisheries,1,1
146.5,-3.5,Fisheries,1,1
147.5,-3.5,Fisheries,1,1
148.5,-3.5,Fisheries,1,1
149.5,-3.5,Fisheries,1,1
150.5,-3.5,Fisheries,1,1
151.5,-3.5,Fisheries,1,1
152.5,-3.5,Fisheries,1,1
153.5,-3.5,Fisheries,1,1
154.5,-3.5,Fisheries,1,1
39.5,-4.5,Fisheries,1,1
40.5,-4.5,Fisheries,1,1
41.5,-4.5,Fisheries,1,1
42.5,-4.5,Fisheries,1,1
146.5,-4.5,Fisheries,1,1
147.5,-4.5,Fisheries,1,1
148.5,-4.5,Fisheries,1,1
149.5,-4.5,Fisheries,1,1
150.5,-4.5,Fisheries,1,1
151.5,-4.5,Fisheries,1,1
152.5,-4.5,Fisheries,1,1
153.5,-4.5,Fisheries,1,1
39.5,-5.5,Fisheries,1,1
40.5,-5.5,Fisheries,1,1
41.5,-5.5,Fisheries,1,1
42.5,-5.5,Fisheries,1,1
115.5,-5.5,Fisheries,1,1
146.5,-5.5,Fisheries,1,1
147.5,-5.5,Fisheries,1,1
151.5,-5.5,Fisheries,1,1
152.5,-5.5,Fisheries,1,1
153.5,-5.5,Fisheries,1,1
39.5,-6.5,Fisheries,1,1
40.5,-6.5,Fisheries,1,1
41.5,-6.5,Fisheries,1,1
42.5,-6.5,Fisheries,1,1
113.5,-6.5,Fisheries,1,1
114.5,-6.5,Fisheries,1,1
115.5,-6.5,Fisheries,1,1
116.5,-6.5,Fisheries,1,1
117.5,-6.5,Fisheries,1,1
148.5,-6.5,Fisheries,1,1
149.5,-6.5,Fisheries,1,1
150.5,-6.5,Fisheries,1,1
151.5,-6.5,Fisheries,1,1
152.5,-6.5,Fisheries,1,1
153.5,-6.5,Fisheries,1,1
39.5,-7.5,Fisheries,1,1
40.5,-7.5,Fisheries,1,1
41.5,-7.5,Fisheries,1,1
42.5,-7.5,Fisheries,1,1
113.5,-7.5,Fisheries,1,1
114.5,-7.5,Fisheries,1,1
115.5,-7.5,Fisheries,1,1
116.5,-7.5,Fisheries,1,1
117.5,-7.5,Fisheries,1,1
147.5,-7.5,Fisheries,1,1
148.5,-7.5,Fisheries,1,1
149.5,-7.5,Fisheries,1,1
150.5,-7.5,Fisheries,1,1
151.5,-7.5,Fisheries,1,1
39.5,-8.5,Fisheries,1,1
40.5,-8.5,Fisheries,1,1
41.5,-8.5,Fisheries,1,1
112.5,-8.5,Fisheries,1,1
113.5,-8.5,Fisheries,1,1
114.5,-8.5,Fisheries,1,1
115.5,-8.5,Fisheries,1,1
40.5,-9.5,Fisheries,1,1
112.5,-9.5,Fisheries,1,1
113.5,-9.5,Fisheries,1,1
114.5,-9.5,Fisheries,1,1
115.5,-9.5,Fisheries,1,1
116.5,-9.5,Fisheries,1,1
117.5,-9.5,Fisheries,1,1
47.5,-10.5,Fisheries,1,1
48.5,-10.5,Fisheries,1,1
113.5,-10.5,Fisheries,1,1
114.5,-10.5,Fisheries,1,1
115.5,-10.5,Fisheries,1,1
116.5,-10.5,Fisheries,1,1
46.5,-11.5,Fisheries,1,1
47.5,-11.5,Fisheries,1,1
48.5,-11.5,Fisheries,1,1
49.5,-11.5,Fisheries,1,1
50.5,-11.5,Fisheries,1,1
45.5,-12.5,Fisheries,1,1
46.5,-12.5,Fisheries,1,1
47.5,-12.5,Fisheries,1,1
48.5,-12.5,Fisheries,1,1
50.5,-12.5,Fisheries,1,1
45.5,-13.5,Fisheries,1,1
46.5,-13.5,Fisheries,1,1
47.5,-13.5,Fisheries,1,1
50.5,-13.5,Fisheries,1,1
51.5,-13.5,Fisheries,1,1
44.5,-14.5,Fisheries,1,1
45.5,-14.5,Fisheries,1,1
46.5,-14.5,Fisheries,1,1
47.5,-14.5,Fisheries,1,1
50.5,-14.5,Fisheries,1,1
51.5,-14.5,Fisheries,1,1
52.5,-14.5,Fisheries,1,1
45.5,-15.5,Fisheries,1,1
50.5,-15.5,Fisheries,1,1
51.5,-15.5,Fisheries,1,1
52.5,-15.5,Fisheries,1,1
50.5,-16.5,Fisheries,1,1
51.5,-16.5,Fisheries,1,1
52.5,-16.5,Fisheries,1,1
53.5,-16.5,Fisheries,1,1
49.5,-17.5,Fisheries,1,1
50.5,-17.5,Fisheries,1,1
51.5,-17.5,Fisheries,1,1
52.5,-17.5,Fisheries,1,1
49.5,-18.5,Fisheries,1,1
50.5,-18.5,Fisheries,1,1
51.5,-18.5,Fisheries,1,1
41.5,-20.5,Fisheries,1,1
42.5,-20.5,Fisheries,1,1
43.5,-20.5,Fisheries,1,1
41.5,-21.5,Fisheries,1,1
42.5,-21.5,Fisheries,1,1
40.5,-22.5,Fisheries,1,1
41.5,-22.5,Fisheries,1,1
42.5,-22.5,Fisheries,1,1
40.5,-23.5,Fisheries,1,1
41.5,-23.5,Fisheries,1,1
42.5,-23.5,Fisheries,1,1
43.5,-23.5,Fisheries,1,1
40.5,-24.5,Fisheries,1,1
41.5,-24.5,Fisheries,1,1
42.5,-24.5,Fisheries,1,1
43.5,-24.5,Fisheries,1,1
41.5,-25.5,Fisheries,1,1
42.5,-25.5,Fisheries,1,1
43.5,-25.5,Fisheries,1,1
44.5,-25.5,Fisheries,1,1
