SiteNum,CoMgmtSite,Country,S_agr,S_fsh,S_agrfsh,MSL1,MSL2,lonDD,latDD,E_maize_Ssp126,E_rice_Ssp126,E_cassava_Ssp126,E_agr_Ssp126_Weighted,E_agr_Ssp126_Weighted25perc,E_agr_Ssp126_Weighted75perc,E_agr_Ssp126_PercModelAgree,E_agr_Ssp126_Unweighted,E_agr_Ssp126_Unweighted25perc,E_agr_Ssp126_Unweighted75perc,E_maize_Ssp585,E_rice_Ssp585,E_cassava_Ssp585,E_agr_Ssp585_Weighted,E_agr_Ssp585_Weighted25perc,E_agr_Ssp585_Weighted75perc,E_agr_Ssp585_PercModelAgree,E_agr_Ssp585_Unweighted,E_agr_Ssp585_Unweighted25perc,E_agr_Ssp585_Unweighted75perc,E_fish_Ssp126,E_fish_Ssp126_25perc,E_fish_Ssp126_75perc,E_fish_Ssp126_PercModelAgree,E_fish_Ssp585,E_fish_Ssp585_25perc,E_fish_Ssp585_75perc,E_fish_Ssp585_PercModelAgree
45,kahuku,indonesia,0.02963753086419753,0.08682666666666668,0.20224073542085608,0.42969272762348765,0.425161617830988,125.119683,1.802726,-1.45856601448712,3.95684370538551,-0.0469496952682304,1.41836050910531,-0.803524780273438,2.0174534786982,75,0.8171093318767199,-1.2331011247716739,2.5272022550794175,-5.11126148487934,4.88564164343487,-0.850016097033261,0.424098617253197,-2.30113196590407,1.94057994686525,60,-0.35854531282591023,-2.6507317801521766,2.5915207950100587,-22.98293603,-32.90718217,-9.249521052,93.75,-32.04546772,-42.9432702,-21.84990603,100
46,kavulik,papua new guinea,0.10227272727272728,0.03409090909090909,0.18934911242603553,-1.134256435894621,-0.429511595061681,152.0824,-3.3087,-3.36876361784583,18.4425975324599,-4.85223867663409,-2.84105488465375,-5.3954525676404,0.55161024658558,80,3.407198412659993,1.4880150155640965,6.501460127299085,-4.97600837334728,33.1000609187146,-4.5466646025489,-3.80253171924992,-10.9217689312663,1.96983043717702,65,7.859129314272805,2.31723835255294,12.95447629758248,-21.73329296,-28.09186669,-8.878217308,100,-30.2724313,-33.18122761,-22.28802701,100
47,keuneukaivillage,indonesia,0.029829545454545452,0.0306690394153951,0.06957328385899815,0.8211361734905798,-0.14801251335678217,95.31372222,5.77725,-3.63961950195214,3.84323954346844,0.559620813989425,2.67158769879668,-1.01185574103383,5.04847949369027,80,0.25441361850190836,-2.2234325460449424,2.7302798784998576,-6.0669744600949,8.38005881452922,0.365509458232487,6.07082421847252,3.39583051944556,10.095264431568,85,0.8928646042222688,-1.5641159272586567,3.2986585856544512,0.150706313,-2.38926439,2.637150833,68.75,-6.662292361,-13.78684779,3.109839908,62.5
48,lampuyangvillage,indonesia,0.041951621073961505,0.04691063829787234,0.12562832446808508,0.6701603163369946,-0.5875793766106847,95.12980556,5.671222222,-3.63961950195214,3.84323954346844,0.559620813989425,2.67158769879668,-1.01185574103383,5.04847949369027,80,0.25441361850190836,-2.2234325460449424,2.7302798784998576,-6.0669744600949,8.38005881452922,0.365509458232487,6.07082421847252,3.39583051944556,10.095264431568,85,0.8928646042222688,-1.5641159272586567,3.2986585856544512,0.028880485,-2.510891419,2.311004595,68.75,-6.934980434,-13.95130558,2.43239079,62.5
49,masoala,madagascar,0.12655698583472208,0.03701019287109375,0.40256339208477515,-1.202174902998268,-0.08711739031143839,50.15984718,-15.98355287,-1.28369969368209,5.63187867450595,-3.66095558535046,3.36462397150047,1.96849020938362,4.79971058635519,100,0.22907446515780006,-2.071800144921177,2.40774425016916,-2.23453421238973,9.5566892708449,-6.53942437193271,5.00248995121863,3.18738068707757,8.5356636317425,90,0.2609102288408203,-2.8699619778809433,4.16991559207766,-6.846255203,-12.5786918,-2.346670194,87.5,-3.377858408,-7.823309885,0.607488983,75
50,matemwe,tanzania,0.011529158828271971,0.162,0.32705975554549566,-0.20030014009811004,0.10466103605990368,39.35114722,-5.8759,-0.889467333766363,4.14638096630257,-1.14828786342882,0.337331502374066,-3.72701278233304,2.97076936345865,65,0.7028752563691291,-2.820141472237428,2.776716498079208,-3.22153552252769,5.30424864625699,-4.4478428868062,-1.57938420047238,-9.45362045206496,1.21466165868843,60,-0.7883765876922997,-6.20474384695876,2.14791289451048,-10.21414568,-13.36078712,-6.530290891,93.75,-8.170589767,-8.343073067,-4.387932359,93.75
51,minanga,indonesia,0.01724812427046127,0.16481571897628253,0.2790608535433177,0.2880012807475175,0.14877258711121705,124.854723,0.968939,-1.53158285881126,3.97224758681286,0.545510608945844,1.46466748353369,-0.686102026017253,2.34504676875304,70,0.9953917789824813,-0.9957319913850299,2.650969407068504,-4.76503016947141,4.7628904994949,-0.227128485517956,0.797185163033594,-1.80643904374116,2.23777216090429,60,-0.07642271849815517,-2.6230240032466834,2.5972873208302794,-20.793961,-31.72088131,-9.171866248,93.75,-30.12264126,-39.67501323,-21.42878725,100
52,mkokotoni,tanzania,0.009211210909688372,0.13618239814412064,0.211906719924812,-0.6220705660861285,-0.06749118850124014,39.25451111,-5.877127778,-0.889467333766363,4.14638096630257,-1.14828786342882,0.337331502374066,-3.72701278233304,2.97076936345865,65,0.7028752563691291,-2.820141472237428,2.776716498079208,-3.22153552252769,5.30424864625699,-4.4478428868062,-1.57938420047238,-9.45362045206496,1.21466165868843,60,-0.7883765876922997,-6.20474384695876,2.14791289451048,-10.21414568,-13.36078712,-6.530290891,93.75,-8.170589767,-8.343073067,-4.387932359,93.75
53,mtende,tanzania,0.032048940832724616,0.09206506645506844,0.20346313912009514,-0.4562255748150061,-0.17000230428845978,39.53041111,-6.496297222,-0.756814779289784,3.83548067814807,-0.78664594766686,0.370940094454421,-4.29326762589531,3.00557130456424,65,0.764006650397142,-2.6337748065290683,2.462287955191184,-3.94951008129063,7.71076041413954,-4.07494483275161,-2.48674303197249,-11.1277503977783,0.789949472536237,50,-0.10456483330090001,-6.13043727085765,2.8895348107137657,-9.95665545,-13.51041233,-6.022364084,93.75,-8.060084544,-7.89236284,-4.528761254,93.75
54,muluk,papua new guinea,0.11834319526627217,0.03122945430637738,0.21852237252861603,-1.5471557772519544,0.8105274433167988,146.067575,-4.647611111,-2.74062532990064,9.38422860097489,-3.45494977693708,-2.0667998733145,-6.27355276976759,-0.062010652331299,65,1.0628844980457233,-1.7244249239796432,3.0279339690101037,-5.35249023556943,16.295924606988,-6.73497338283982,-4.2430016167035,-9.03692167782096,-1.20074316791421,85,1.4028203295262494,-1.4391728109099635,4.6600579113425304,-23.14734232,-36.10257213,-8.116655417,100,-34.03199403,-41.69949829,-24.03899545,100
55,mzuri,tanzania,0.018273471959672338,0.12760367798836553,0.2512396694214876,-0.31787872253064353,0.2805492289117264,39.56576667,-6.409838889,-0.756814779289784,3.83548067814807,-0.78664594766686,0.370940094454421,-4.29326762589531,3.00557130456424,65,0.764006650397142,-2.6337748065290683,2.462287955191184,-3.94951008129063,7.71076041413954,-4.07494483275161,-2.48674303197249,-11.1277503977783,0.789949472536237,50,-0.10456483330090001,-6.13043727085765,2.8895348107137657,-10.00586758,-13.42569474,-6.022364084,93.75,-8.102813992,-8.405714718,-4.528761254,93.75
56,nosy_valiha,madagascar,0.02537982216621158,0.15227893299726947,0.38613406795224975,-1.682975827453663,0.8633174192242685,47.80941111,-14.17657778,-0.9098085780226,5.8609693274254004,-3.70229719457324,3.87164703148739,1.53599505661118,5.50974888022371,85,0.41628785160985354,-2.1864785762736934,3.410694504307757,-2.31595665047329,8.45132643311725,-6.02619029792273,6.06522004338859,3.09687597039086,9.14482228241084,90,0.036393161573743615,-3.6826276072214266,5.151252389551597,-5.598338314,-11.56506481,-0.63036385,75,-5.281472551,-7.911844505,0.379710454,75
57,pasiran,indonesia,0.0018818924310286423,0.06049489090991908,0.06819767903240112,0.9647767396669836,0.022064901890003777,95.31807778,5.89025,-3.63961950195214,3.84323954346844,0.559620813989425,2.67158769879668,-1.01185574103383,5.04847949369027,80,0.25441361850190836,-2.2234325460449424,2.7302798784998576,-6.0669744600949,8.38005881452922,0.365509458232487,6.07082421847252,3.39583051944556,10.095264431568,85,0.8928646042222688,-1.5641159272586567,3.2986585856544512,0.210981864,-2.446000868,2.772126566,68.75,-6.557241232,-13.69556959,3.430124663,62.5
58,pemuteran,indonesia,0.03864734299516908,0.05845410628019323,0.11956521739130435,0.8728440919482191,0.6192313956049801,114.655545,-8.142972,-3.77301734271517,3.29406717780442,-0.0358010183541563,-0.398560659687319,-2.67887739144854,1.59595495287641,55.00000000000001,-0.17158372775496866,-2.3932512431125446,1.2372830035702551,-7.38531639451835,6.70101523283652,-0.695959267636905,-0.171878611098891,-3.6115111629153702,2.98080107932625,50,-0.4600868097729117,-3.418703631140413,1.7593551235776237,-5.630406845,-12.68031894,2.571251987,50,-11.15999246,-20.3456657,2.30037223,56.25
59,penuktukan,indonesia,0.015873015873015872,0.09886307464162136,0.13478023883851145,1.0381269485248004,0.8804273960783882,115.387895,-8.13575,-3.69954148436554,3.62003638538446,0.105925948139366,0.161040391739418,-2.20253251855269,1.72086427627606,50,0.008806949719428686,-2.028491400448305,1.1628358728035781,-7.10577173627304,6.77372798329948,-0.72674441805428,0.502507056970199,-3.13205209463308,3.72571490104368,55.00000000000001,-0.3529293903426132,-3.1565769361404303,2.1167284345012716,-6.561024252,-14.29999815,2.058607433,62.5,-11.80701706,-20.12210938,0.978281549,62.5
60,pria laot,indonesia,0.06420135498046875,0.03797108512020793,0.137481689453125,0.6632040115022116,-0.2239302422659675,95.31266667,5.66925,-3.63961950195214,3.84323954346844,0.559620813989425,2.67158769879668,-1.01185574103383,5.04847949369027,80,0.25441361850190836,-2.2234325460449424,2.7302798784998576,-6.0669744600949,8.38005881452922,0.365509458232487,6.07082421847252,3.39583051944556,10.095264431568,85,0.8928646042222688,-1.5641159272586567,3.2986585856544512,0.070168399,-2.485892355,2.43742008,68.75,-6.956597711,-13.84145198,2.651217962,62.5
61,pwani_mchangani,tanzania,0.011762234824616677,0.1348684210526316,0.2355644929617926,-0.031207369829354382,0.13934154004390847,39.35631667,-5.922966667,-0.889467333766363,4.14638096630257,-1.14828786342882,0.337331502374066,-3.72701278233304,2.97076936345865,65,0.7028752563691291,-2.820141472237428,2.776716498079208,-3.22153552252769,5.30424864625699,-4.4478428868062,-1.57938420047238,-9.45362045206496,1.21466165868843,60,-0.7883765876922997,-6.20474384695876,2.14791289451048,-10.21414568,-13.36078712,-6.530290891,93.75,-8.170589767,-8.343073067,-4.387932359,93.75
62,rasis,madagascar,0.0189124243503026,0.08510590957636169,0.17708333333333331,-1.4115682169627195,0.8183380864557043,48.16526667,-13.31202778,-0.847035003275171,6.32064279201708,-3.83291604318349,3.58779585780885,1.49829415257534,5.19598770812216,90,0.5468972485194729,-2.09529833222842,3.33338019531407,-2.32650583775462,8.42293505129789,-5.79870588059305,5.51084262714206,2.91456858248249,8.96941446468486,95,0.09924111098340645,-3.6218582062058364,5.10564665530395,-5.87163107,-11.35243098,-1.694894796,81.25,-5.54318651,-6.703404296,-1.960078812,81.25
63,rumbia,indonesia,0.09837745192596552,0.03521222410865874,0.27417204301075265,0.3947717267067833,0.09646468915778754,124.91253,1.023584,-1.468211419181,4.00532309000858,0.74143500464237,1.55737602641125,-0.729504442978458,2.39196466282786,70,1.0928488918233166,-1.0062816420393301,2.6182198124736153,-4.76483554268629,4.89933467789111,-0.66930166645959,0.817308395466114,-1.83894853385552,2.38418530496199,60,-0.17826751041825675,-2.6019706594850165,2.632257229876358,-21.49028865,-31.98971902,-9.18171466,93.75,-30.80769384,-40.7837574,-21.69318088,100
64,sambirenteng,indonesia,0.043447771205561314,0.0033485880120549165,0.043447771205561314,1.0477385960171923,0.9559673304270313,115.411118,-8.14773,-3.69954148436554,3.62003638538446,0.105925948139366,0.161040391739418,-2.20253251855269,1.72086427627606,50,0.008806949719428686,-2.028491400448305,1.1628358728035781,-7.10577173627304,6.77372798329948,-0.72674441805428,0.502507056970199,-3.13205209463308,3.72571490104368,55.00000000000001,-0.3529293903426132,-3.1565769361404303,2.1167284345012716,-6.51958397,-14.25575933,2.058607433,62.5,-11.78736825,-20.0777474,1.080981296,62.5
65,silom,papua new guinea,0.12554285714285715,0.03546626984126983,0.22633928571428574,-1.0884236505642555,-0.16917612186838735,152.1060667,-3.318966667,-3.36876361784583,18.4425975324599,-4.85223867663409,-2.84105488465375,-5.3954525676404,0.55161024658558,80,3.407198412659993,1.4880150155640965,6.501460127299085,-4.97600837334728,33.1000609187146,-4.5466646025489,-3.80253171924992,-10.9217689312663,1.96983043717702,65,7.859129314272805,2.31723835255294,12.95447629758248,-21.73329296,-28.09186669,-8.878217308,100,-30.2724313,-33.18122761,-22.28802701,100
66,somalani,papua new guinea,0.047791415735269176,0.04594533233403555,0.0900735294117647,-0.979348862987821,-0.7122111802911277,149.4922389,-5.526927778,-2.67085996917105,11.5307023792089,-2.92369314266917,-2.24516206267699,-5.91133335547516,-0.229010361686586,75,1.9787164224562268,0.11515390238031653,4.379099707253868,-5.33399535070537,20.5261611206854,-5.33662440841388,-4.75917300371454,-7.80457513896295,-0.475365038289816,85,3.2851804538553835,-0.0113076354605773,5.9470720923049,-24.65468133,-35.78506921,-10.32672077,100,-34.22969732,-40.90637911,-26.70298624,100
67,talise,indonesia,0.04202350353001919,0.03694314196187528,0.13200995807127883,0.6262944390586842,0.30800752573364076,125.074772,1.830393,-1.45856601448712,3.95684370538551,-0.0469496952682304,1.41836050910531,-0.803524780273438,2.0174534786982,75,0.8171093318767199,-1.2331011247716739,2.5272022550794175,-5.11126148487934,4.88564164343487,-0.850016097033261,0.424098617253197,-2.30113196590407,1.94057994686525,60,-0.35854531282591023,-2.6507317801521766,2.5915207950100587,-22.98293603,-32.90718217,-9.249521052,93.75,-32.04546772,-42.9432702,-21.84990603,100
68,tejakula,indonesia,0.022790357925493065,0.08865550022634676,0.15147928994082843,0.9788557053865597,0.9043366716597139,115.352388,-8.12413,-3.69954148436554,3.62003638538446,0.105925948139366,0.161040391739418,-2.20253251855269,1.72086427627606,50,0.008806949719428686,-2.028491400448305,1.1628358728035781,-7.10577173627304,6.77372798329948,-0.72674441805428,0.502507056970199,-3.13205209463308,3.72571490104368,55.00000000000001,-0.3529293903426132,-3.1565769361404303,2.1167284345012716,-6.53448107,-14.05373619,1.457112293,62.5,-11.82388318,-20.20413655,1.663901072,62.5
69,tulamben,indonesia,0.006109090909090909,0.039673295454545454,0.04395933014354067,1.1608077843549165,1.2493158591099471,115.606595,-8.288724,-3.76902587533922,4.11520350742131,0.263155107300186,0.45437694602903,-1.47416017073398,1.78273716937231,50,0.20311091312742524,-1.8102976481703907,1.2335907385565832,-6.85015183842024,6.95184971950817,-0.683858218700188,1.6248101957669,-2.23271166560891,4.4221319383885,55.00000000000001,-0.19405344587075288,-2.8504361161974163,2.487740001675339,-6.112750156,-14.25227556,2.249606058,50,-11.31573434,-19.97755742,0.882638095,62.5
70,tumbak,indonesia,0.0012514439738159416,0.2180293501048218,0.2365769857908223,0.5454171349264215,-0.39818199504384444,124.887593,0.97456,-1.53158285881126,3.97224758681286,0.545510608945844,1.46466748353369,-0.686102026017253,2.34504676875304,70,0.9953917789824813,-0.9957319913850299,2.650969407068504,-4.76503016947141,4.7628904994949,-0.227128485517956,0.797185163033594,-1.80643904374116,2.23777216090429,60,-0.07642271849815517,-2.6230240032466834,2.5972873208302794,-20.793961,-31.72088131,-9.171866248,93.75,-30.12264126,-39.67501323,-21.42878725,100
71,ungakum,papua new guinea,0.08982986767485822,0.044979628791308277,0.1725,-1.1616253231728682,-0.297759585144528,150.4980917,-2.480402778,-3.20634926561724,16.7696557724846,-4.11660409832375,-2.97003580571868,-4.99048986516676,1.55105129294831,65,3.14890080284787,2.004612915541497,5.476964083899416,-2.00374075927107,28.728189937962,-3.44963921234582,-1.44339376073672,-8.31530940219275,1.87231843327681,50,7.758269988781703,2.93611016401451,11.859381560568883,-22.03385632,-30.26625037,-6.796001617,100,-30.36287506,-34.11735273,-20.88236859,100
72,vesse,papua new guinea,0.026783459785732322,0.07142255942861953,0.09374210925006313,-1.1862240044286536,-0.28811033942307984,149.7039722,-5.467194444,-2.20663648318257,15.9327463170814,-2.29057572031914,-1.77034975669314,-4.38427036896904,0.0883930110638469,70,3.811844704526563,1.2169168262849468,6.203399314805195,-4.67633865315263,28.3521359714636,-3.43330807366739,-3.97602369808733,-8.18322363575099,1.38957978295352,75,6.747496414881193,2.1538838510797507,9.709492052713953,-24.75687068,-35.60423479,-10.27731248,100,-34.32758526,-40.72236265,-26.56363727,100
